id,restaurant_name,address,lat,lng,rating,closing_time,hours_of_operation,closing_hour,peak_surplus_day,peak_surplus_kg
sb-ChIJKc1hWDkT6YAR,Rozzi Pizza,"233 W Montecito St, Santa Barbara, CA 93101, USA",34.4118164,-119.6959457,4.8,8:30 PM,Monday: Closed | Tuesday: Closed | Wednesday: 12:00 – 8:30 PM | Thursday: 12:00 – 8:30 PM | Friday: 12:00 – 8:30 PM | Saturday: 12:00 – 8:30 PM | Sunday: 12:00 – 8:30 PM,20.5,Sunday,33.63
sb-ChIJOaOLGSUV6YAR,Luna Grill Santa Barbara,"3925 State St Unit A, Santa Barbara, CA 93105, USA",34.4401464,-119.7523719,4.5,9:00 PM,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 11:00 AM – 9:00 PM | Sunday: 11:00 AM – 9:00 PM,21.0,Sunday,30.83
sb-ChIJHztqC54V6YAR,Taqueria Mena,"1501 San Andres St, Santa Barbara, CA 93101, USA",34.4186862,-119.7164965,4.8,12:00 AM,Monday: 10:00 AM – 11:00 PM | Tuesday: 10:00 AM – 11:00 PM | Wednesday: 5:00 – 11:00 PM | Thursday: 10:00 AM – 11:00 PM | Friday: 10:00 AM – 12:00 AM | Saturday: 10:00 AM – 12:00 AM | Sunday: 10:00 AM – 11:00 PM,0.0,Sunday,46.56
sb-ChIJMTTgL0EU6YAR,Szechuan Restaurant,"1994 Cliff Dr, Santa Barbara, CA 93109, USA",34.4024127,-119.7235134,4.3,2:30 PM,"Monday: 11:00 AM – 2:30 PM, 4:00 – 9:30 PM | Tuesday: 11:00 AM – 2:30 PM, 4:00 – 9:30 PM | Wednesday: 11:00 AM – 2:30 PM, 4:00 – 9:30 PM | Thursday: 11:00 AM – 2:30 PM, 4:00 – 9:30 PM | Friday: 11:00 AM – 2:30 PM, 4:00 – 9:30 PM | Saturday: 11:00 AM – 2:30 PM, 4:00 – 9:30 PM | Sunday: 11:00 AM – 2:30 PM, 4:00 – 9:30 PM",14.5,Sunday,41.14
sb-ChIJF9mB7ocU6YAR,Opal,"1325 State St, Santa Barbara, CA 93101, USA",34.4247856,-119.7067184,4.6,10:00 PM,Monday: 5:00 – 9:00 PM | Tuesday: 5:00 – 9:00 PM | Wednesday: 5:00 – 9:00 PM | Thursday: 5:00 – 9:00 PM | Friday: 5:00 – 10:00 PM | Saturday: 5:00 – 10:00 PM | Sunday: 5:00 – 9:00 PM,22.0,Friday,27.85
sb-ChIJG2R4N40V6YAR,Night Lizard Brewing Company,"607 State St, Santa Barbara, CA 93101, USA",34.4178292,-119.697224,4.7,12:00 AM,Monday: Closed | Tuesday: 12:00 – 10:00 PM | Wednesday: 12:00 – 10:00 PM | Thursday: 12:00 – 10:00 PM | Friday: 12:00 PM – 12:00 AM | Saturday: 12:00 PM – 12:00 AM | Sunday: 12:00 – 8:00 PM,0.0,Sunday,46.41
sb-ChIJEV10gHBA6YAR,Nikka Ramen,"5701 Calle Real, Goleta, CA 93117, USA",34.4407742,-119.8235513,4.6,2:30 PM,"Monday: Closed | Tuesday: 11:30 AM – 2:30 PM, 5:00 – 9:30 PM | Wednesday: 11:30 AM – 2:30 PM, 5:00 – 9:30 PM | Thursday: 11:30 AM – 2:30 PM, 5:00 – 9:30 PM | Friday: 11:30 AM – 2:30 PM, 5:00 – 9:30 PM | Saturday: 11:30 AM – 2:30 PM, 5:00 – 9:30 PM | Sunday: 11:30 AM – 2:30 PM, 5:00 – 9:30 PM",14.5,Sunday,41.55
sb-ChIJJy83WL8_6YAR,Mexicrave,"915 Embarcadero del Mar, Isla Vista, CA 93117, USA",34.4126685,-119.8572859,0.0,1:00 AM,Monday: Closed | Tuesday: Closed | Wednesday: 5:00 PM – 12:00 AM | Thursday: 5:00 PM – 12:00 AM | Friday: 5:00 PM – 1:00 AM | Saturday: 5:00 PM – 1:00 AM | Sunday: Closed,1.0,Sunday,50.26
sb-ChIJI5f6SnwU6YAR,Gino's Sicilian Express,"12 W Figueroa St, Santa Barbara, CA 93101, USA",34.4221298,-119.7036817,4.5,9:00 PM,Monday: 11:30 AM – 9:00 PM | Tuesday: 11:30 AM – 9:00 PM | Wednesday: 11:30 AM – 9:00 PM | Thursday: 11:30 AM – 9:00 PM | Friday: 11:30 AM – 9:00 PM | Saturday: 11:30 AM – 9:00 PM | Sunday: 1:00 – 8:00 PM,21.0,Sunday,30.83
sb-ChIJIfpm82g_6YAR,Starbucks Coffee Company,"888 Embarcadero del Norte, Isla Vista, CA 93117, USA",34.413366,-119.855213,4.3,9:00 PM,Monday: 5:00 AM – 9:00 PM | Tuesday: 5:00 AM – 9:00 PM | Wednesday: 5:00 AM – 9:00 PM | Thursday: 5:00 AM – 9:00 PM | Friday: 5:00 AM – 9:00 PM | Saturday: 5:00 AM – 9:00 PM | Sunday: 5:00 AM – 9:00 PM,21.0,Sunday,30.59
sb-ChIJGU2nbu4V6YAR,Wild Tea Leaf Organic Teahouse,"11 W De La Guerra St, Santa Barbara, CA 93101, USA",34.4191062,-119.6995489,4.8,8:00 PM,Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: 12:00 – 8:00 PM | Friday: 12:00 – 8:00 PM | Saturday: 12:00 – 8:00 PM | Sunday: 12:00 – 8:00 PM,20.0,Sunday,36.38
sb-ChIJQ4RVV5cT6YAR,Jack's Bistro & Famous Bagels,"53 S Milpas St #3305, Santa Barbara, CA 93103, USA",34.421269,-119.6772152,4.2,2:00 PM,Monday: 6:00 AM – 2:00 PM | Tuesday: 6:00 AM – 2:00 PM | Wednesday: 6:00 AM – 2:00 PM | Thursday: 6:00 AM – 2:00 PM | Friday: 6:00 AM – 2:00 PM | Saturday: 7:00 AM – 2:00 PM | Sunday: 7:00 AM – 2:00 PM,14.0,Sunday,41.02
sb-ChIJOb7lTYwT6YAR,Jeannine's Restaurant & Bakery,"1 State St, Santa Barbara, CA 93101, USA",34.412192,-119.689592,4.6,2:00 PM,Monday: 7:30 AM – 1:30 PM | Tuesday: 7:30 AM – 1:30 PM | Wednesday: 7:30 AM – 1:30 PM | Thursday: 7:30 AM – 1:30 PM | Friday: 7:30 AM – 2:00 PM | Saturday: 7:30 AM – 2:00 PM | Sunday: 7:30 AM – 2:00 PM,14.0,Sunday,41.65
sb-ChIJITQNYX0U6YAR,Scarlett Begonia,"21 W Victoria St, Santa Barbara, CA 93101, USA",34.4235328,-119.7062697,4.5,2:00 PM,Monday: 9:00 AM – 2:00 PM | Tuesday: 9:00 AM – 2:00 PM | Wednesday: 9:00 AM – 2:00 PM | Thursday: 9:00 AM – 2:00 PM | Friday: 9:00 AM – 2:00 PM | Saturday: 9:00 AM – 2:00 PM | Sunday: 9:00 AM – 2:00 PM,14.0,Sunday,41.52
sb-ChIJNef_Oeg_6YAR,La Cantina Bar & Restaurant,"199 S Turnpike Rd #105, Santa Barbara, CA 93111, USA",34.43681370000001,-119.7900447,4.1,9:30 PM,Monday: 11:30 AM – 8:30 PM | Tuesday: 11:30 AM – 8:30 PM | Wednesday: 11:30 AM – 8:30 PM | Thursday: 11:30 AM – 8:30 PM | Friday: 11:30 AM – 9:30 PM | Saturday: 11:30 AM – 9:30 PM | Sunday: 11:30 AM – 8:00 PM,21.5,Friday,28.59
sb-ChIJOamt2H4U6YAR,Handlebar Coffee Roasters,"128 E Canon Perdido St, Santa Barbara, CA 93101, USA",34.4222976,-119.6984801,4.7,5:00 PM,Monday: 6:30 AM – 5:00 PM | Tuesday: 6:30 AM – 5:00 PM | Wednesday: 6:30 AM – 5:00 PM | Thursday: 6:30 AM – 5:00 PM | Friday: 6:30 AM – 5:00 PM | Saturday: 6:30 AM – 5:00 PM | Sunday: 6:30 AM – 5:00 PM,17.0,Sunday,41.58
sb-ChIJOY7NLksS6YAR,China Palace Restaurant,"1070 Coast Village Rd, Montecito, CA 93108, USA",34.4217601,-119.6495462,4.2,9:00 PM,Monday: 11:30 AM – 9:00 PM | Tuesday: 11:30 AM – 9:00 PM | Wednesday: 11:30 AM – 9:00 PM | Thursday: 11:30 AM – 9:00 PM | Friday: 11:30 AM – 9:00 PM | Saturday: 11:30 AM – 9:00 PM | Sunday: 11:30 AM – 9:00 PM,21.0,Sunday,30.48
sb-ChIJOW0mOH8T6YAR,McConnell's Fine Ice Creams,"728 State St, Santa Barbara, CA 93101, USA",34.4194852,-119.6987747,4.7,11:00 PM,Monday: 12:00 – 10:00 PM | Tuesday: 12:00 – 10:00 PM | Wednesday: 12:00 – 10:00 PM | Thursday: 12:00 – 10:00 PM | Friday: 12:00 – 11:00 PM | Saturday: 12:00 – 11:00 PM | Sunday: 12:00 – 10:00 PM,23.0,Monday,26.09
sb-ChIJO8sUYQgV6YAR,Beast Taqueria,"634 State St, Santa Barbara, CA 93101, USA",34.4187305,-119.6976933,3.8,9:00 PM,Monday: Closed | Tuesday: 12:00 – 8:30 PM | Wednesday: 12:00 – 8:30 PM | Thursday: 12:00 – 8:30 PM | Friday: 12:00 – 9:00 PM | Saturday: 12:00 – 9:00 PM | Sunday: 10:00 AM – 8:00 PM,21.0,Sunday,30.05
sb-ChIJH7EcPFNB6YAR,TAP Thai Cuisine,"7060 Hollister Ave #106, Goleta, CA 93117, USA",34.4311447,-119.8737945,4.0,8:30 PM,Monday: 11:30 AM – 8:30 PM | Tuesday: 11:30 AM – 8:30 PM | Wednesday: 11:30 AM – 8:30 PM | Thursday: 11:30 AM – 8:30 PM | Friday: 11:30 AM – 8:30 PM | Saturday: 11:30 AM – 8:30 PM | Sunday: 11:30 AM – 8:30 PM,20.5,Sunday,32.38
sb-ChIJQ0qMZXsU6YAR,Sushi Teri - Santa Barbara Japanese Restaurant,"1013 Bath St, Santa Barbara, CA 93101, USA",34.4185665,-119.7058767,4.5,2:30 PM,"Monday: 11:30 AM – 2:30 PM, 5:00 – 10:00 PM | Tuesday: 11:30 AM – 2:30 PM, 5:00 – 10:00 PM | Wednesday: 11:30 AM – 2:30 PM, 5:00 – 10:00 PM | Thursday: 11:30 AM – 2:30 PM, 5:00 – 10:00 PM | Friday: 11:30 AM – 2:30 PM, 5:00 – 10:00 PM | Saturday: 11:30 AM – 2:30 PM, 5:00 – 10:00 PM | Sunday: 11:30 AM – 2:30 PM, 5:00 – 10:00 PM",14.5,Sunday,41.42
sb-ChIJHwkq1wgT6YAR,Rincon Brewery,"205 Santa Barbara St Suite 1B, Santa Barbara, CA 93101, USA",34.4161806,-119.6897898,4.5,9:00 PM,Monday: 11:30 AM – 8:00 PM | Tuesday: Closed | Wednesday: Closed | Thursday: 11:30 AM – 9:00 PM | Friday: 11:30 AM – 9:00 PM | Saturday: 11:30 AM – 9:00 PM | Sunday: 11:30 AM – 8:00 PM,21.0,Sunday,30.83
sb-ChIJDXG0fdwV6YAR,Thai Kitchen,"4317 State St D, Santa Barbara, CA 93110, USA",34.4402134,-119.7667724,3.4,7:00 PM,Monday: 11:00 AM – 7:00 PM | Tuesday: 11:00 AM – 7:00 PM | Wednesday: 11:00 AM – 7:00 PM | Thursday: 11:00 AM – 7:00 PM | Friday: 11:00 AM – 7:00 PM | Saturday: 11:00 AM – 7:00 PM | Sunday: Closed,19.0,Sunday,39.84
sb-ChIJGajdB3gU6YAR,Baja Sharkeez,"525 State St, Santa Barbara, CA 93101, USA",34.4173703,-119.696494,3.9,2:00 AM,Monday: 11:00 AM – 2:00 AM | Tuesday: 11:00 AM – 2:00 AM | Wednesday: 11:00 AM – 2:00 AM | Thursday: 11:00 AM – 2:00 AM | Friday: 11:00 AM – 2:00 AM | Saturday: 9:00 AM – 2:00 AM | Sunday: 9:00 AM – 2:00 AM,2.0,Sunday,44.58
sb-ChIJMWGvEHkU6YAR,Pressed Juicery,"651 Paseo Nuevo Suite 305, Santa Barbara, CA 93101, USA",34.419003,-119.6999509,4.4,9:00 PM,Monday: 8:00 AM – 9:00 PM | Tuesday: 8:00 AM – 9:00 PM | Wednesday: 8:00 AM – 9:00 PM | Thursday: 8:00 AM – 9:00 PM | Friday: 8:00 AM – 9:00 PM | Saturday: 8:00 AM – 9:00 PM | Sunday: 8:00 AM – 9:00 PM,21.0,Sunday,30.71
sb-ChIJF7WcKLBA6YAR,Kyle's Kitchen,"7000 Hollister Ave, Goleta, CA 93117, USA",34.4305068,-119.8722345,4.4,9:00 PM,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 11:00 AM – 9:00 PM | Sunday: 11:00 AM – 9:00 PM,21.0,Sunday,30.71
sb-ChIJD3kzqnNB6YAR,Jonesy's Fried Chicken,"282 Orange Ave, Goleta, CA 93117, USA",34.4341382,-119.8285847,4.7,7:00 PM,Monday: Closed | Tuesday: Closed | Wednesday: 11:30 AM – 6:00 PM | Thursday: 11:30 AM – 6:00 PM | Friday: 11:30 AM – 7:00 PM | Saturday: 11:30 AM – 7:00 PM | Sunday: 11:30 AM – 6:00 PM,19.0,Sunday,41.72
sb-ChIJCY4OTHwU6YAR,Sportsman Lounge,"1226 State St, Santa Barbara, CA 93101, USA",34.4241869,-119.7051647,4.5,2:00 AM,Monday: 1:00 PM – 2:00 AM | Tuesday: 1:00 PM – 2:00 AM | Wednesday: 1:00 PM – 2:00 AM | Thursday: 1:00 PM – 2:00 AM | Friday: 1:00 PM – 2:00 AM | Saturday: 12:00 PM – 2:00 AM | Sunday: 12:00 PM – 2:00 AM,2.0,Sunday,45.49
sb-ChIJERW6yHlA6YAR,Goleta Sushi House,"5744 Hollister Ave, Goleta, CA 93117, USA",34.4359087,-119.8248007,4.4,9:30 PM,"Monday: 11:00 AM – 2:00 PM, 5:00 – 9:30 PM | Tuesday: 11:00 AM – 2:00 PM, 5:00 – 9:30 PM | Wednesday: 11:00 AM – 2:00 PM, 5:00 – 9:30 PM | Thursday: 11:00 AM – 2:00 PM, 5:00 – 9:30 PM | Friday: 11:00 AM – 2:00 PM, 5:00 – 9:30 PM | Saturday: 5:00 – 9:30 PM | Sunday: Closed",21.5,Sunday,28.91
sb-ChIJJxLFHNMT6YAR,Mezza Thyme,"20 E Cota St, Santa Barbara, CA 93101, USA",34.41822459999999,-119.696015,4.7,9:00 PM,Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: 5:00 – 9:00 PM | Friday: 5:00 – 9:00 PM | Saturday: 5:00 – 9:00 PM | Sunday: Closed,21.0,Sunday,31.11
sb-ChIJMVX9In8U6YAR,The Pickle Room,"122 E Canon Perdido St, Santa Barbara, CA 93101, USA",34.4221506,-119.698576,4.6,1:00 AM,Monday: 4:30 PM – 12:00 AM | Tuesday: 4:30 PM – 12:00 AM | Wednesday: 4:30 PM – 1:00 AM | Thursday: 4:30 PM – 1:00 AM | Friday: 4:30 PM – 1:00 AM | Saturday: 4:30 PM – 1:00 AM | Sunday: Closed,1.0,Sunday,45.99
sb-ChIJMQXU6OUV6YAR,Oakberry Acai Bowls &Smoothies | Santa Barbara,"819-B State St, Santa Barbara, CA 93101, USA",34.419845,-119.7001917,4.4,7:00 PM,Monday: 8:00 AM – 7:00 PM | Tuesday: 8:00 AM – 7:00 PM | Wednesday: 8:00 AM – 7:00 PM | Thursday: 8:00 AM – 7:00 PM | Friday: 8:00 AM – 7:00 PM | Saturday: 8:00 AM – 7:00 PM | Sunday: 8:00 AM – 7:00 PM,19.0,Sunday,41.38
sb-ChIJQ2IDi0AU6YAR,Blenders In The Grass - Mesa,"315 Meigs Rd suite j, Santa Barbara, CA 93109, USA",34.4009765,-119.7226444,4.3,10:00 PM,Monday: 7:00 AM – 10:00 PM | Tuesday: 7:00 AM – 10:00 PM | Wednesday: 7:00 AM – 10:00 PM | Thursday: 7:00 AM – 10:00 PM | Friday: 7:00 AM – 10:00 PM | Saturday: 8:00 AM – 10:00 PM | Sunday: 8:00 AM – 10:00 PM,22.0,Friday,27.59
sb-ChIJLTGuenBA6YAR,Meun Fan Thai Café,"5664 Calle Real, Goleta, CA 93117, USA",34.4415413,-119.8229639,4.3,9:00 PM,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 11:00 AM – 9:00 PM | Sunday: 11:00 AM – 9:00 PM,21.0,Sunday,30.59
sb-ChIJKaleQ8cT6YAR,Manifattura,"413 State St, Santa Barbara, CA 93101, USA",34.4160462,-119.6948987,4.3,9:00 PM,Monday: Closed | Tuesday: 5:00 – 9:00 PM | Wednesday: 5:00 – 9:00 PM | Thursday: 5:00 – 9:00 PM | Friday: 5:00 – 9:00 PM | Saturday: 5:00 – 9:00 PM | Sunday: Closed,21.0,Sunday,30.59
sb-ChIJPSe_wXpA6YAR,Los Arroyos Goleta Mexican Restaurant & Take Out,"5764 Calle Real, Goleta, CA 93117, USA",34.4417684,-119.8253849,4.3,9:00 PM,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 10:00 AM – 9:00 PM | Sunday: 10:00 AM – 9:00 PM,21.0,Sunday,30.59
sb-ChIJL6tXhK9A6YAR,Jane At The Marketplace,"6940 Market Pl Dr, Goleta, CA 93117, USA",34.42948,-119.8703228,4.2,2:30 PM,"Monday: Closed | Tuesday: 11:30 AM – 2:30 PM, 5:00 – 9:00 PM | Wednesday: 11:30 AM – 2:30 PM, 5:00 – 9:00 PM | Thursday: 11:30 AM – 2:30 PM, 5:00 – 9:00 PM | Friday: 11:30 AM – 2:30 PM, 5:00 – 9:30 PM | Saturday: 11:30 AM – 2:30 PM, 5:00 – 9:30 PM | Sunday: 11:30 AM – 2:30 PM, 5:00 – 9:00 PM",14.5,Sunday,40.86
sb-ChIJIQHxw3QT6YAR,Bar Lou,"1198 Coast Village Rd, Santa Barbara, CA 93108, USA",34.4213096,-119.6449557,4.6,10:00 PM,Monday: Closed | Tuesday: 4:00 – 9:00 PM | Wednesday: 4:00 – 9:00 PM | Thursday: 4:00 – 9:00 PM | Friday: 4:00 – 10:00 PM | Saturday: 12:00 – 10:00 PM | Sunday: 12:00 – 9:00 PM,22.0,Friday,27.85
sb-ChIJI-W-k7QV6YAR,Renaud's Patisserie & Bistro,"3315 State St, Santa Barbara, CA 93105, USA",34.439365,-119.7358713,4.4,4:00 PM,Monday: 7:00 AM – 4:00 PM | Tuesday: 7:00 AM – 4:00 PM | Wednesday: 7:00 AM – 4:00 PM | Thursday: 7:00 AM – 4:00 PM | Friday: 7:00 AM – 4:00 PM | Saturday: 7:00 AM – 4:00 PM | Sunday: 7:00 AM – 3:00 PM,16.0,Sunday,41.17
sb-ChIJPRWALocU6YAR,Yoichi's,"230 E Victoria St, Santa Barbara, CA 93101, USA",34.4271416,-119.7024604,4.8,9:30 PM,Monday: 5:30 – 9:30 PM | Tuesday: Closed | Wednesday: Closed | Thursday: 5:30 – 9:30 PM | Friday: 5:30 – 9:30 PM | Saturday: 5:30 – 9:30 PM | Sunday: 5:30 – 9:30 PM,21.5,Sunday,29.47
sb-ChIJDaMQGJoT6YAR,Cuisine Of Thailand,"22 N Milpas St, Santa Barbara, CA 93103, USA",34.4224728,-119.6793956,3.3,9:00 PM,"Monday: 12:00 – 2:30 PM, 4:30 – 9:00 PM | Tuesday: 12:00 – 9:00 PM | Wednesday: 12:00 – 9:00 PM | Thursday: 12:00 – 9:00 PM | Friday: 12:00 – 9:00 PM | Saturday: 12:00 – 9:00 PM | Sunday: 12:00 – 9:00 PM",21.0,Sunday,29.93
sb-ChIJH5cXY-kU6YAR,Edomasa Sushi Bar & Restaurant,"2710 De La Vina St, Santa Barbara, CA 93105, USA",34.4359623,-119.7254118,4.4,10:30 PM,Monday: 5:00 – 10:30 PM | Tuesday: 5:00 – 10:30 PM | Wednesday: 5:00 – 10:30 PM | Thursday: 5:00 – 10:30 PM | Friday: 5:00 – 10:30 PM | Saturday: 5:00 – 10:30 PM | Sunday: Closed,22.5,Friday,26.73
sb-ChIJIbmzcaVA6YAR,Sam's To Go,"6831 Hollister Ave, Goleta, CA 93117, USA",34.429896,-119.8670224,4.5,7:00 PM,Monday: 10:00 AM – 7:30 PM | Tuesday: 10:00 AM – 7:30 PM | Wednesday: 10:00 AM – 7:30 PM | Thursday: 10:00 AM – 7:30 PM | Friday: 10:00 AM – 7:30 PM | Saturday: 11:00 AM – 7:00 PM | Sunday: 11:00 AM – 7:00 PM,19.0,Sunday,41.48
sb-ChIJIwRnH1U_6YAR,Poke Theory SB,"6530 Seville Rd suite 102, Goleta, CA 93117, USA",34.41203369999999,-119.8548407,4.4,8:00 PM,Monday: Closed | Tuesday: 12:00 – 8:00 PM | Wednesday: 12:00 – 8:00 PM | Thursday: 12:00 – 8:00 PM | Friday: 12:00 – 8:00 PM | Saturday: 12:00 – 8:00 PM | Sunday: 12:00 – 8:00 PM,20.0,Sunday,35.45
sb-ChIJP-5AtW0V6YAR,Corner Tap,"1905 Cliff Dr Suite F, Santa Barbara, CA 93109, USA",34.4013817,-119.7224721,4.5,10:00 PM,Monday: 4:00 – 8:30 PM | Tuesday: 4:00 – 8:30 PM | Wednesday: 4:00 – 8:30 PM | Thursday: 4:00 – 8:30 PM | Friday: 4:00 – 10:00 PM | Saturday: 12:00 – 10:00 PM | Sunday: 10:00 AM – 8:30 PM,22.0,Friday,27.76
sb-ChIJQ5VzhVsV6YAR,Momma's Soul Food Fusion,"828 Embarcadero del Mar Unit C, Isla Vista, CA 93117, USA",34.4146542,-119.8567208,4.4,Unknown,,21.0,Sunday,30.71
sb-ChIJD2ZbtfUT6YAR,On The Alley,"117 Harbor Way, Santa Barbara, CA 93109, USA",34.4037916,-119.6934019,4.5,8:00 PM,Monday: 6:30 AM – 7:00 PM | Tuesday: 6:30 AM – 7:00 PM | Wednesday: 6:30 AM – 7:00 PM | Thursday: 6:30 AM – 7:00 PM | Friday: 6:30 AM – 8:00 PM | Saturday: 6:30 AM – 8:00 PM | Sunday: 6:30 AM – 7:00 PM,20.0,Sunday,35.62
sb-ChIJO1OXtpwT6YAR,Rusty's Pizza Parlor,"414 N Milpas St, Santa Barbara, CA 93103, USA",34.4259015,-119.684368,4.3,12:00 AM,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: 11:00 AM – 12:00 AM | Saturday: 11:00 AM – 12:00 AM | Sunday: 11:00 AM – 11:00 PM,0.0,Sunday,45.82
sb-ChIJNVPURXtA6YAR,China King restaurant,"5915 Calle Real # b, Goleta, CA 93117, USA",34.441175,-119.82838,4.2,9:00 PM,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 11:00 AM – 9:00 PM | Sunday: 11:00 AM – 9:00 PM,21.0,Sunday,30.48
sb-ChIJQQbuD88V6YAR,Gloria's Gourmet Kitchen,"Santa Barbara, CA 93101, USA",34.4146804,-119.710205,4.5,11:00 PM,Monday: 6:00 – 11:00 PM | Tuesday: 6:00 – 11:00 PM | Wednesday: 6:00 – 11:00 PM | Thursday: 6:00 – 11:00 PM | Friday: 6:00 – 11:00 PM | Saturday: 6:00 – 11:00 PM | Sunday: 6:00 – 11:00 PM,23.0,Monday,26.21
sb-ChIJHyeLY-kU6YAR,De la Vina lounge,"2711 De La Vina St, Santa Barbara, CA 93105, USA",34.4356727,-119.7256143,4.4,2:00 AM,Monday: 10:00 AM – 2:00 AM | Tuesday: 10:00 AM – 2:00 AM | Wednesday: 10:00 AM – 2:00 AM | Thursday: 10:00 AM – 2:00 AM | Friday: 10:00 AM – 2:00 AM | Saturday: 10:00 AM – 2:00 AM | Sunday: 10:00 AM – 2:00 AM,2.0,Sunday,45.34
sb-ChIJPyVZWHkU6YAR,Cajun Kitchen,"901 Chapala St, Santa Barbara, CA 93101, USA",34.4193886,-119.7020747,4.5,2:00 PM,Monday: 7:00 AM – 2:00 PM | Tuesday: 7:00 AM – 2:00 PM | Wednesday: 7:00 AM – 2:00 PM | Thursday: 7:00 AM – 2:00 PM | Friday: 7:00 AM – 2:00 PM | Saturday: 7:00 AM – 2:00 PM | Sunday: 7:00 AM – 2:00 PM,14.0,Sunday,41.52
sb-ChIJP9vJoJwT6YAR,Los Altos Restaurant,"318 N Milpas St, Santa Barbara, CA 93103, USA",34.4249982,-119.6833024,4.3,9:00 PM,Monday: 9:00 AM – 9:00 PM | Tuesday: 9:00 AM – 9:00 PM | Wednesday: 9:00 AM – 9:00 PM | Thursday: 9:00 AM – 9:00 PM | Friday: 9:00 AM – 9:00 PM | Saturday: 8:00 AM – 9:00 PM | Sunday: 8:00 AM – 9:00 PM,21.0,Sunday,30.59
sb-ChIJCbWYweRr7IAR,Panda Express,"605 Paseo Nuevo, Santa Barbara, CA 93101, USA",34.4187049,-119.7001661,3.9,10:00 PM,Monday: 10:30 AM – 9:00 PM | Tuesday: 10:30 AM – 9:00 PM | Wednesday: 10:30 AM – 9:00 PM | Thursday: 10:30 AM – 9:00 PM | Friday: 10:30 AM – 10:00 PM | Saturday: 10:30 AM – 10:00 PM | Sunday: 10:30 AM – 10:00 PM,22.0,Friday,27.49
sb-ChIJO2gfBJNB6YAR,Santa Barbara Fish Market Goleta,"7127 Hollister Ave Ste. 18, Goleta, CA 93117, USA",34.4286208,-119.8766659,4.7,7:30 PM,Monday: 10:00 AM – 7:30 PM | Tuesday: 10:00 AM – 7:30 PM | Wednesday: 10:00 AM – 7:30 PM | Thursday: 10:00 AM – 7:30 PM | Friday: 10:00 AM – 7:30 PM | Saturday: 10:00 AM – 7:30 PM | Sunday: 10:00 AM – 7:30 PM,19.5,Sunday,39.15
sb-ChIJF-vBeo8T6YAR,Dart Coffee Co,"121 E Yanonali St, Santa Barbara, CA 93101, USA",34.4157947,-119.6899092,4.6,5:00 PM,Monday: 7:00 AM – 4:00 PM | Tuesday: 7:00 AM – 4:00 PM | Wednesday: 7:00 AM – 4:00 PM | Thursday: 7:00 AM – 4:00 PM | Friday: 7:00 AM – 5:00 PM | Saturday: 7:00 AM – 5:00 PM | Sunday: 7:00 AM – 5:00 PM,17.0,Sunday,41.46
sb-ChIJMw1km9VB6YAR,Jeannine's Restaurant & Bakery,"7060 Hollister Ave Suite 105, Goleta, CA 93117, USA",34.431177,-119.8740625,4.4,1:30 PM,Monday: 7:30 AM – 1:30 PM | Tuesday: 7:30 AM – 1:30 PM | Wednesday: 7:30 AM – 1:30 PM | Thursday: 7:30 AM – 1:30 PM | Friday: 7:30 AM – 1:30 PM | Saturday: 7:30 AM – 1:30 PM | Sunday: 7:30 AM – 1:30 PM,13.5,Sunday,41.52
sb-ChIJF6QUx2k_6YAR,IV Bagel Cafe,"6551 Trigo Rd #1, Isla Vista, CA 93117, USA",34.4109851,-119.8570116,4.3,2:00 PM,Monday: 6:30 AM – 2:00 PM | Tuesday: 6:30 AM – 2:00 PM | Wednesday: 6:30 AM – 2:00 PM | Thursday: 6:30 AM – 2:00 PM | Friday: 6:30 AM – 2:00 PM | Saturday: 6:30 AM – 2:00 PM | Sunday: 6:30 AM – 2:00 PM,14.0,Sunday,41.25
